respondent_id,constituency,age,gender,education,occupation,income_bracket,urban_rural,port_development,infrastructure,welfare_programs,corruption_concern,education_quality,leader_image,national_issues,law_and_order,environment_concern,transport_public,housing_affordability,women_safety,small_business_support,past_vote,vote_intention
735,Visakhapatnam (Vizag),28,Female,Primary,Self-Employed,Low,Coastal,5,4,5,2,3,4,3,4,4,4,4,5,4,YSRCP,YSRCP
736,Visakhapatnam (Vizag),46,Male,Postgraduate,Private Job,Low,Coastal,4,5,4,4,4,3,3,3,4,4,4,4,3,TDP,TDP
737,Visakhapatnam (Vizag),73,Female,Primary,Self-Employed,Middle,Urban,4,4,4,3,3,4,2,3,3,3,3,4,3,TDP,YSRCP
738,Visakhapatnam (Vizag),53,Male,Graduate,Private Job,Low,Urban,3,3,4,3,3,4,2,3,3,4,3,4,4,YSRCP,JanaSena
739,Visakhapatnam (Vizag),42,Male,Primary,Fisherman,Low,Urban,4,4,2,4,3,4,5,4,3,4,4,3,4,None,BJP
740,Visakhapatnam (Vizag),38,Female,Postgraduate,Student,High,Rural,4,4,4,3,3,3,3,3,4,4,3,4,4,YSRCP,TDP
741,Visakhapatnam (Vizag),78,Male,Secondary,Government Employee,Middle,Coastal,5,3,3,3,4,5,4,3,3,3,4,4,4,JanaSena,JanaSena
742,Visakhapatnam (Vizag),74,Female,Primary,Student,Middle,Urban,4,4,4,3,4,4,3,3,4,5,4,3,4,TDP,TDP
743,Visakhapatnam (Vizag),53,Male,Secondary,Self-Employed,High,Urban,3,4,3,3,5,3,3,3,3,4,4,3,4,YSRCP,TDP
744,Visakhapatnam (Vizag),27,Female,Secondary,Student,Low,Urban,4,4,3,3,4,4,3,3,4,3,4,4,4,JanaSena,YSRCP
745,Visakhapatnam (Vizag),54,Male,Secondary,Government Employee,Middle,Coastal,4,4,3,3,5,3,3,3,3,3,4,3,3,TDP,TDP
746,Visakhapatnam (Vizag),26,Male,Postgraduate,Self-Employed,Middle,Urban,4,3,4,4,4,4,3,3,4,4,4,4,3,TDP,JanaSena
747,Visakhapatnam (Vizag),41,Female,Secondary,Government Employee,Middle,Urban,4,4,4,3,4,4,3,3,3,4,3,4,3,TDP,YSRCP
748,Visakhapatnam (Vizag),52,Male,Graduate,Private Job,Low,Rural,4,3,3,3,3,4,3,3,4,3,4,4,3,JanaSena,JanaSena
749,Visakhapatnam (Vizag),66,Female,Graduate,Self-Employed,Middle,Coastal,4,4,4,2,3,5,2,4,3,4,3,4,3,None,YSRCP
750,Visakhapatnam (Vizag),52,Female,Graduate,Private Job,Low,Rural,4,3,4,2,3,4,3,3,4,4,4,4,3,JanaSena,JanaSena
751,Visakhapatnam (Vizag),65,Female,Primary,Student,Middle,Rural,4,4,4,3,3,5,3,2,3,4,4,4,3,JanaSena,JanaSena
752,Visakhapatnam (Vizag),53,Female,Secondary,Self-Employed,Low,Urban,4,4,3,4,5,4,5,4,4,3,3,4,4,YSRCP,BJP
753,Visakhapatnam (Vizag),35,Female,Graduate,Student,Low,Rural,4,3,3,3,3,3,5,5,3,3,3,4,4,BJP,BJP
754,Visakhapatnam (Vizag),66,Female,Postgraduate,Government Employee,Low,Rural,4,4,5,4,3,3,3,3,4,4,4,4,4,TDP,YSRCP
755,Visakhapatnam (Vizag),56,Female,Secondary,Student,Low,Coastal,3,4,3,4,4,3,4,4,3,4,4,4,3,None,BJP
756,Visakhapatnam (Vizag),49,Female,Secondary,Private Job,Middle,Urban,3,3,3,3,4,4,4,3,3,3,4,4,4,JanaSena,JanaSena
757,Visakhapatnam (Vizag),41,Male,Secondary,Self-Employed,Low,Urban,4,4,3,4,3,4,5,4,3,3,4,3,4,JanaSena,BJP
758,Visakhapatnam (Vizag),40,Male,Postgraduate,Private Job,Middle,Urban,4,4,3,4,5,4,3,4,4,4,3,4,4,None,TDP
759,Visakhapatnam (Vizag),79,Female,Secondary,Fisherman,Low,Urban,4,4,3,4,3,4,3,3,4,4,4,4,4,TDP,TDP
760,Visakhapatnam (Vizag),49,Male,Secondary,Private Job,Low,Coastal,4,4,4,4,4,4,5,5,2,3,2,4,4,TDP,BJP
761,Visakhapatnam (Vizag),54,Male,Postgraduate,Private Job,Middle,Urban,4,3,3,3,4,4,3,4,3,4,3,3,4,TDP,TDP
762,Visakhapatnam (Vizag),29,Male,Primary,Private Job,Low,Urban,4,3,3,4,3,3,4,4,3,3,4,3,3,BJP,YSRCP
763,Visakhapatnam (Vizag),66,Male,Primary,Self-Employed,Middle,Urban,3,4,3,4,5,3,3,4,3,4,3,3,4,TDP,TDP
764,Visakhapatnam (Vizag),72,Female,Graduate,Private Job,Middle,Urban,5,4,4,3,4,3,3,3,3,4,3,4,4,YSRCP,YSRCP
765,Visakhapatnam (Vizag),30,Female,Postgraduate,Private Job,Low,Urban,4,4,4,4,4,5,3,2,4,3,5,4,3,TDP,BJP
766,Visakhapatnam (Vizag),40,Male,Secondary,Fisherman,Low,Urban,4,4,4,4,4,4,3,4,4,5,4,3,5,TDP,TDP
767,Visakhapatnam (Vizag),42,Female,Secondary,Private Job,Low,Urban,4,5,4,3,4,4,3,3,3,3,4,4,3,YSRCP,YSRCP
768,Visakhapatnam (Vizag),52,Female,Secondary,Government Employee,Low,Rural,5,4,4,2,4,5,3,2,4,5,3,4,4,YSRCP,YSRCP
769,Visakhapatnam (Vizag),58,Male,Secondary,Fisherman,Low,Rural,3,4,3,4,5,5,3,3,4,4,4,4,4,YSRCP,TDP
770,Visakhapatnam (Vizag),47,Female,Graduate,Private Job,Low,Urban,4,3,5,3,4,5,3,3,3,4,3,4,4,YSRCP,YSRCP
771,Visakhapatnam (Vizag),34,Male,Secondary,Private Job,Low,Coastal,4,4,4,2,4,4,2,4,3,4,3,3,3,YSRCP,YSRCP
772,Visakhapatnam (Vizag),66,Male,Secondary,Fisherman,Middle,Rural,5,4,3,4,4,4,5,3,4,4,3,3,4,BJP,BJP
773,Visakhapatnam (Vizag),79,Female,Secondary,Private Job,Middle,Coastal,4,3,4,3,4,5,3,3,3,4,4,4,4,YSRCP,JanaSena
774,Visakhapatnam (Vizag),37,Male,Graduate,Fisherman,Middle,Urban,2,4,3,4,4,4,5,3,3,4,3,4,3,BJP,BJP
775,Visakhapatnam (Vizag),65,Female,Secondary,Student,Low,Urban,3,3,3,4,4,4,2,3,3,3,2,4,4,JanaSena,JanaSena
776,Visakhapatnam (Vizag),42,Female,Postgraduate,Self-Employed,Low,Urban,4,5,3,4,4,3,4,4,3,4,4,4,4,BJP,BJP
777,Visakhapatnam (Vizag),39,Male,Primary,Private Job,Middle,Urban,4,4,5,3,3,4,3,3,4,5,4,4,4,YSRCP,YSRCP
778,Visakhapatnam (Vizag),30,Female,Graduate,Self-Employed,Middle,Urban,4,4,3,3,3,4,4,5,2,3,3,4,4,BJP,BJP
779,Visakhapatnam (Vizag),76,Female,Graduate,Private Job,Middle,Coastal,4,5,2,3,3,4,4,3,3,4,4,3,3,TDP,BJP
780,Visakhapatnam (Vizag),36,Male,Secondary,Private Job,Low,Urban,4,4,4,3,4,4,4,3,3,4,4,4,4,TDP,TDP
781,Visakhapatnam (Vizag),66,Female,Secondary,Self-Employed,Middle,Urban,4,4,5,3,3,4,3,4,3,4,4,4,3,JanaSena,YSRCP
782,Visakhapatnam (Vizag),53,Female,Secondary,Private Job,Middle,Rural,3,3,3,4,4,3,5,4,3,4,2,3,4,None,BJP
783,Visakhapatnam (Vizag),29,Female,Secondary,Self-Employed,Low,Urban,5,3,4,4,3,5,3,4,3,3,4,4,3,YSRCP,YSRCP
784,Visakhapatnam (Vizag),78,Female,Secondary,Fisherman,Middle,Rural,4,4,4,4,3,3,3,3,4,4,4,3,3,TDP,TDP
785,Visakhapatnam (Vizag),58,Male,Primary,Private Job,Middle,Rural,4,5,4,3,3,4,3,3,3,3,4,5,4,YSRCP,YSRCP
786,Visakhapatnam (Vizag),36,Female,Secondary,Fisherman,Low,Coastal,5,5,3,4,4,5,4,4,4,4,5,3,3,TDP,TDP
787,Visakhapatnam (Vizag),29,Female,Graduate,Student,Low,Coastal,4,3,3,3,4,4,3,4,4,4,4,3,3,TDP,TDP
788,Visakhapatnam (Vizag),26,Female,Secondary,Government Employee,Middle,Urban,3,4,5,2,4,4,3,4,3,4,3,3,5,YSRCP,YSRCP
789,Visakhapatnam (Vizag),24,Female,Graduate,Student,High,Rural,4,4,3,4,4,4,4,3,3,5,4,4,5,JanaSena,TDP
790,Visakhapatnam (Vizag),45,Female,Secondary,Private Job,Low,Coastal,4,4,2,4,4,3,3,4,4,4,3,3,5,TDP,TDP
791,Visakhapatnam (Vizag),31,Male,Postgraduate,Private Job,Low,Coastal,4,4,2,4,4,4,4,4,3,3,3,4,4,BJP,TDP
792,Visakhapatnam (Vizag),48,Female,Graduate,Fisherman,Low,Urban,3,3,4,4,3,4,3,3,3,4,4,3,5,None,JanaSena
793,Visakhapatnam (Vizag),69,Female,Primary,Private Job,Middle,Coastal,4,5,3,3,4,4,3,4,4,5,4,4,4,JanaSena,TDP
794,Visakhapatnam (Vizag),36,Female,Graduate,Self-Employed,Low,Urban,4,3,3,4,3,3,5,4,3,4,4,4,3,BJP,BJP
795,Visakhapatnam (Vizag),75,Female,Primary,Private Job,High,Coastal,4,4,5,3,4,4,2,3,4,4,4,4,4,YSRCP,YSRCP
796,Visakhapatnam (Vizag),64,Male,Secondary,Self-Employed,Low,Urban,5,4,5,2,4,4,3,3,3,4,4,4,5,YSRCP,YSRCP
797,Visakhapatnam (Vizag),33,Male,Postgraduate,Self-Employed,Low,Rural,4,3,3,3,4,4,3,3,4,4,4,4,4,YSRCP,YSRCP
798,Visakhapatnam (Vizag),70,Male,Secondary,Private Job,Middle,Coastal,4,4,3,3,4,4,2,3,5,4,5,4,5,TDP,TDP
799,Visakhapatnam (Vizag),22,Male,Secondary,Government Employee,Middle,Urban,4,5,4,3,3,4,3,3,4,3,3,4,4,YSRCP,YSRCP
800,Visakhapatnam (Vizag),52,Female,Graduate,Fisherman,Middle,Urban,4,4,3,2,4,4,3,3,4,4,4,4,3,YSRCP,YSRCP
801,Visakhapatnam (Vizag),29,Female,Postgraduate,Fisherman,Low,Urban,3,3,3,4,3,4,5,4,3,4,3,3,3,BJP,BJP
802,Visakhapatnam (Vizag),42,Female,Graduate,Fisherman,High,Coastal,4,4,2,4,4,4,5,5,3,3,4,4,4,BJP,BJP
803,Visakhapatnam (Vizag),69,Male,Secondary,Government Employee,Low,Coastal,4,5,4,4,5,3,2,3,4,4,3,3,4,TDP,TDP
804,Visakhapatnam (Vizag),76,Female,Graduate,Private Job,Middle,Rural,3,5,5,2,3,4,3,4,4,4,4,4,4,JanaSena,YSRCP
805,Visakhapatnam (Vizag),38,Male,Secondary,Private Job,Low,Rural,4,4,5,3,4,4,3,3,4,4,3,4,4,YSRCP,TDP
806,Visakhapatnam (Vizag),53,Male,Graduate,Private Job,Middle,Coastal,4,4,3,3,5,4,3,4,3,4,3,4,5,TDP,TDP
807,Visakhapatnam (Vizag),70,Female,Postgraduate,Private Job,Middle,Urban,4,4,2,4,4,3,5,4,3,4,4,4,4,BJP,BJP
808,Visakhapatnam (Vizag),40,Female,Graduate,Government Employee,Low,Urban,4,4,5,2,4,4,3,4,4,3,3,4,4,TDP,YSRCP
809,Visakhapatnam (Vizag),33,Male,Postgraduate,Student,Middle,Rural,3,3,4,4,3,4,5,4,3,3,3,3,4,JanaSena,BJP
810,Visakhapatnam (Vizag),74,Male,Primary,Fisherman,Low,Urban,4,3,4,3,3,5,2,3,3,4,3,4,3,JanaSena,JanaSena
811,Visakhapatnam (Vizag),56,Male,Graduate,Private Job,Low,Urban,4,4,5,3,4,4,3,3,3,4,4,4,4,YSRCP,YSRCP
812,Visakhapatnam (Vizag),62,Male,Graduate,Student,Middle,Urban,3,4,4,4,3,4,3,3,4,3,4,4,5,BJP,JanaSena
813,Visakhapatnam (Vizag),70,Female,Primary,Private Job,Low,Urban,4,4,4,3,3,3,3,3,3,4,4,4,4,TDP,TDP
814,Visakhapatnam (Vizag),59,Male,Postgraduate,Government Employee,Middle,Coastal,5,3,4,2,4,4,3,4,3,3,4,3,4,TDP,YSRCP
815,Visakhapatnam (Vizag),75,Female,Secondary,Private Job,Low,Urban,4,4,3,3,4,3,3,4,4,5,3,3,4,YSRCP,TDP
816,Visakhapatnam (Vizag),56,Male,Graduate,Private Job,Low,Rural,4,4,4,3,4,5,2,3,4,3,4,4,5,YSRCP,TDP
817,Visakhapatnam (Vizag),31,Male,Graduate,Fisherman,Low,Urban,5,3,4,2,3,5,3,3,3,4,3,4,4,YSRCP,YSRCP
818,Visakhapatnam (Vizag),48,Male,Graduate,Private Job,Low,Urban,4,4,3,4,4,3,3,4,5,3,4,4,4,TDP,TDP
819,Visakhapatnam (Vizag),75,Male,Primary,Government Employee,Middle,Urban,3,4,3,4,3,4,5,5,3,4,3,3,3,BJP,BJP
820,Visakhapatnam (Vizag),22,Male,Graduate,Private Job,Middle,Coastal,4,4,3,2,3,5,3,3,3,3,3,4,3,JanaSena,JanaSena
821,Visakhapatnam (Vizag),52,Male,Secondary,Student,High,Rural,4,3,4,4,4,4,4,4,3,4,3,3,4,BJP,BJP
822,Visakhapatnam (Vizag),40,Female,Postgraduate,Self-Employed,Middle,Coastal,5,4,4,3,4,4,3,4,3,4,4,4,4,YSRCP,JanaSena
823,Visakhapatnam (Vizag),46,Male,Secondary,Private Job,Low,Rural,4,3,3,5,3,4,4,4,3,3,2,4,4,BJP,BJP
824,Visakhapatnam (Vizag),60,Female,Secondary,Student,Low,Rural,3,4,3,3,3,4,3,3,4,4,3,4,3,TDP,TDP
825,Visakhapatnam (Vizag),28,Male,Graduate,Private Job,Low,Rural,3,4,2,5,4,4,5,4,3,3,3,4,3,BJP,BJP
826,Visakhapatnam (Vizag),35,Female,Secondary,Private Job,Low,Coastal,4,4,2,4,4,3,5,5,2,3,3,3,5,BJP,BJP
827,Visakhapatnam (Vizag),64,Female,Graduate,Student,Middle,Coastal,3,4,3,3,3,4,3,3,3,4,4,4,4,JanaSena,JanaSena
828,Visakhapatnam (Vizag),29,Female,Graduate,Private Job,Low,Urban,3,5,3,3,4,3,3,4,4,4,4,4,4,TDP,TDP
829,Visakhapatnam (Vizag),26,Female,Postgraduate,Government Employee,Low,Rural,4,4,3,4,3,4,5,4,3,4,3,3,3,BJP,BJP
830,Visakhapatnam (Vizag),27,Male,Graduate,Fisherman,High,Rural,4,4,4,2,4,4,3,4,3,3,3,4,4,TDP,YSRCP
831,Visakhapatnam (Vizag),75,Female,Secondary,Government Employee,Middle,Rural,4,4,3,4,3,5,3,3,2,3,4,5,3,JanaSena,JanaSena
832,Visakhapatnam (Vizag),61,Male,Primary,Self-Employed,Low,Urban,4,4,4,2,4,4,3,4,3,3,3,5,4,TDP,YSRCP
833,Visakhapatnam (Vizag),34,Female,Primary,Self-Employed,Low,Coastal,5,5,4,2,3,4,3,3,4,4,3,4,4,YSRCP,YSRCP
834,Visakhapatnam (Vizag),78,Male,Secondary,Student,Low,Coastal,5,4,2,4,4,4,2,3,3,4,3,4,4,YSRCP,YSRCP
835,Visakhapatnam (Vizag),55,Male,Secondary,Student,Middle,Urban,3,4,5,4,3,3,3,3,3,4,3,2,4,BJP,BJP
836,Visakhapatnam (Vizag),24,Female,Graduate,Government Employee,Low,Coastal,3,4,3,3,4,4,4,3,4,4,3,5,5,TDP,TDP
837,Visakhapatnam (Vizag),63,Female,Graduate,Government Employee,Low,Urban,5,4,3,3,3,3,3,3,3,4,4,4,4,TDP,TDP
838,Visakhapatnam (Vizag),30,Female,Secondary,Fisherman,Low,Urban,3,4,3,3,3,4,4,3,4,3,4,4,3,JanaSena,JanaSena
839,Visakhapatnam (Vizag),57,Female,Graduate,Private Job,Middle,Urban,3,4,3,4,3,4,3,3,3,3,4,4,4,None,JanaSena
840,Visakhapatnam (Vizag),59,Female,Postgraduate,Private Job,Low,Urban,5,4,4,3,4,4,4,3,3,3,3,3,4,None,TDP
841,Visakhapatnam (Vizag),26,Male,Graduate,Self-Employed,Middle,Coastal,5,3,5,2,4,4,3,3,4,4,4,4,4,TDP,YSRCP
842,Visakhapatnam (Vizag),67,Male,Graduate,Private Job,Middle,Urban,4,4,3,4,3,3,5,4,3,3,4,4,3,None,BJP
843,Visakhapatnam (Vizag),44,Male,Secondary,Private Job,Middle,Urban,4,3,4,4,3,4,3,4,3,3,4,3,4,None,JanaSena
844,Visakhapatnam (Vizag),75,Male,Secondary,Private Job,Low,Urban,5,4,4,3,5,3,3,4,4,4,4,4,4,BJP,TDP
845,Visakhapatnam (Vizag),19,Female,Primary,Government Employee,Middle,Urban,3,4,3,3,4,4,2,3,3,4,3,4,4,YSRCP,TDP
846,Visakhapatnam (Vizag),22,Male,Secondary,Student,Middle,Urban,4,3,4,2,4,5,3,3,3,4,4,4,4,YSRCP,YSRCP
847,Visakhapatnam (Vizag),46,Female,Postgraduate,Private Job,Low,Rural,4,4,3,4,3,4,5,4,3,4,4,4,2,BJP,BJP
848,Visakhapatnam (Vizag),54,Male,Graduate,Private Job,Middle,Urban,4,4,4,4,4,3,3,2,4,4,4,4,4,YSRCP,JanaSena
849,Visakhapatnam (Vizag),55,Female,Secondary,Self-Employed,Low,Coastal,4,5,4,4,4,4,3,3,3,4,4,4,3,TDP,TDP
850,Visakhapatnam (Vizag),36,Female,Secondary,Private Job,Low,Coastal,4,3,4,3,5,5,4,4,3,4,4,4,3,YSRCP,YSRCP
851,Visakhapatnam (Vizag),25,Male,Graduate,Private Job,Middle,Urban,3,3,4,3,3,5,3,3,4,4,4,5,3,JanaSena,JanaSena
852,Visakhapatnam (Vizag),65,Male,Primary,Government Employee,Low,Coastal,4,4,3,4,4,4,4,3,4,4,4,4,5,YSRCP,TDP
853,Visakhapatnam (Vizag),62,Male,Secondary,Self-Employed,Middle,Urban,5,4,4,2,4,4,3,3,4,4,3,4,4,YSRCP,YSRCP
854,Visakhapatnam (Vizag),18,Male,Postgraduate,Fisherman,Low,Urban,3,5,3,3,5,4,3,3,4,3,4,3,3,TDP,TDP
855,Visakhapatnam (Vizag),39,Male,Secondary,Student,Middle,Urban,3,3,4,4,4,4,5,5,4,3,3,4,3,BJP,BJP
856,Visakhapatnam (Vizag),69,Male,Primary,Self-Employed,High,Urban,4,4,3,4,4,5,3,4,4,4,4,4,4,TDP,TDP
857,Visakhapatnam (Vizag),34,Male,Secondary,Private Job,Middle,Rural,3,4,4,4,3,3,4,4,3,3,4,4,4,BJP,BJP
858,Visakhapatnam (Vizag),24,Female,Postgraduate,Self-Employed,Low,Coastal,4,3,4,4,4,4,3,3,4,4,3,4,4,TDP,TDP
859,Visakhapatnam (Vizag),42,Female,Graduate,Student,Low,Urban,4,4,3,3,3,5,4,4,3,3,3,4,3,JanaSena,TDP
860,Visakhapatnam (Vizag),62,Female,Secondary,Student,Middle,Rural,5,4,4,3,3,5,3,3,4,4,4,4,4,YSRCP,YSRCP
861,Visakhapatnam (Vizag),21,Male,Secondary,Student,Low,Urban,4,3,3,3,4,4,2,3,4,4,3,4,4,YSRCP,YSRCP
862,Visakhapatnam (Vizag),53,Female,Secondary,Fisherman,Low,Coastal,4,4,4,2,3,4,2,2,3,4,3,3,5,YSRCP,YSRCP
863,Visakhapatnam (Vizag),23,Male,Graduate,Private Job,Middle,Urban,3,5,2,4,4,3,5,4,3,4,4,3,3,BJP,BJP
864,Visakhapatnam (Vizag),77,Male,Graduate,Private Job,Middle,Urban,4,5,4,5,4,5,3,3,4,5,5,4,4,TDP,TDP
865,Visakhapatnam (Vizag),48,Female,Primary,Private Job,High,Urban,3,4,4,3,4,4,3,3,3,4,3,4,4,TDP,JanaSena
866,Visakhapatnam (Vizag),36,Male,Postgraduate,Private Job,Low,Urban,3,4,3,5,4,4,5,4,2,3,3,3,3,TDP,BJP
867,Visakhapatnam (Vizag),78,Female,Primary,Self-Employed,Low,Rural,4,5,3,3,5,5,3,4,3,3,4,3,4,TDP,TDP
868,Visakhapatnam (Vizag),61,Female,Secondary,Self-Employed,Low,Coastal,4,4,4,4,4,4,3,3,3,4,3,4,4,JanaSena,JanaSena
869,Visakhapatnam (Vizag),71,Male,Primary,Government Employee,High,Urban,5,4,5,2,4,3,3,5,4,4,4,4,5,YSRCP,YSRCP
870,Visakhapatnam (Vizag),56,Male,Secondary,Self-Employed,Middle,Rural,3,4,3,4,2,2,4,5,3,3,4,3,4,BJP,BJP
871,Visakhapatnam (Vizag),44,Male,Secondary,Student,Middle,Rural,4,4,3,4,4,3,3,4,4,4,3,4,4,YSRCP,TDP
872,Visakhapatnam (Vizag),27,Female,Secondary,Private Job,High,Coastal,4,4,3,3,4,3,2,4,4,4,4,3,4,TDP,TDP
873,Visakhapatnam (Vizag),43,Male,Secondary,Private Job,Middle,Urban,4,4,2,5,4,4,4,4,4,3,3,4,3,BJP,BJP
874,Visakhapatnam (Vizag),36,Male,Graduate,Private Job,Middle,Urban,3,4,4,3,4,4,3,4,4,4,4,4,4,TDP,TDP
875,Visakhapatnam (Vizag),56,Male,Primary,Student,Low,Coastal,4,4,5,2,4,3,3,2,4,4,3,5,4,BJP,YSRCP
876,Visakhapatnam (Vizag),79,Female,Graduate,Private Job,Middle,Rural,4,4,4,3,4,3,4,3,4,4,4,3,4,TDP,TDP
877,Visakhapatnam (Vizag),20,Male,Postgraduate,Government Employee,Middle,Urban,3,4,4,5,4,4,3,3,3,5,4,4,5,TDP,TDP
878,Visakhapatnam (Vizag),62,Male,Secondary,Fisherman,Middle,Urban,3,5,3,3,4,4,4,3,3,3,3,4,3,BJP,BJP
879,Visakhapatnam (Vizag),30,Female,Secondary,Student,High,Urban,4,4,4,4,5,5,4,3,5,4,4,4,4,TDP,TDP
880,Visakhapatnam (Vizag),67,Female,Secondary,Self-Employed,High,Rural,4,3,4,3,4,5,3,3,3,5,4,5,3,BJP,JanaSena
881,Visakhapatnam (Vizag),45,Male,Primary,Student,Middle,Rural,4,4,4,3,4,3,4,4,4,3,3,4,4,TDP,BJP
882,Visakhapatnam (Vizag),79,Male,Secondary,Self-Employed,Middle,Urban,4,5,4,3,5,4,3,3,3,4,3,4,4,TDP,TDP
883,Visakhapatnam (Vizag),75,Male,Graduate,Self-Employed,Middle,Rural,4,4,3,4,4,4,4,3,3,4,3,3,3,BJP,BJP
884,Visakhapatnam (Vizag),37,Female,Graduate,Self-Employed,Low,Rural,3,4,4,3,4,3,4,4,4,5,4,4,4,TDP,TDP
885,Visakhapatnam (Vizag),45,Male,Primary,Self-Employed,Low,Rural,4,4,4,3,4,4,3,3,3,4,4,4,4,None,BJP
886,Visakhapatnam (Vizag),25,Female,Graduate,Self-Employed,Middle,Rural,3,4,3,4,3,5,5,4,3,3,4,4,2,TDP,BJP
887,Visakhapatnam (Vizag),78,Female,Secondary,Government Employee,Middle,Coastal,4,4,4,4,3,3,3,4,5,5,4,5,5,YSRCP,TDP
888,Visakhapatnam (Vizag),58,Female,Graduate,Fisherman,Low,Urban,4,3,4,3,4,4,3,3,4,4,3,4,5,YSRCP,TDP
889,Visakhapatnam (Vizag),56,Male,Graduate,Private Job,High,Coastal,3,4,3,4,4,4,3,4,4,4,4,4,4,TDP,TDP
890,Visakhapatnam (Vizag),18,Female,Graduate,Government Employee,Low,Urban,4,4,5,2,4,4,3,3,4,3,3,4,3,YSRCP,BJP
891,Visakhapatnam (Vizag),20,Female,Primary,Private Job,Low,Urban,4,4,3,4,4,3,3,4,3,3,3,2,3,BJP,BJP
892,Visakhapatnam (Vizag),30,Female,Secondary,Private Job,Middle,Urban,4,4,4,2,4,5,3,3,4,5,4,5,4,YSRCP,YSRCP
893,Visakhapatnam (Vizag),45,Male,Postgraduate,Self-Employed,Low,Urban,4,4,4,2,4,5,2,3,3,4,2,5,4,YSRCP,YSRCP
894,Visakhapatnam (Vizag),79,Female,Secondary,Self-Employed,Low,Urban,5,4,4,3,4,4,3,3,3,5,4,4,4,YSRCP,YSRCP
895,Visakhapatnam (Vizag),74,Male,Postgraduate,Self-Employed,Low,Urban,5,4,4,3,3,4,3,3,4,4,3,3,4,YSRCP,YSRCP
896,Visakhapatnam (Vizag),77,Male,Secondary,Private Job,Middle,Coastal,5,3,4,3,4,4,2,3,3,3,3,5,3,YSRCP,YSRCP
897,Visakhapatnam (Vizag),66,Male,Primary,Fisherman,Low,Urban,4,3,4,3,4,4,3,3,3,4,4,5,3,TDP,JanaSena
898,Visakhapatnam (Vizag),42,Female,Primary,Fisherman,Middle,Rural,3,4,3,5,3,3,4,4,3,3,3,3,3,BJP,BJP
899,Visakhapatnam (Vizag),73,Male,Secondary,Private Job,Middle,Urban,3,4,4,4,3,3,4,4,3,3,3,4,3,BJP,TDP
900,Visakhapatnam (Vizag),50,Male,Postgraduate,Fisherman,Low,Coastal,4,4,3,4,4,4,4,4,2,4,3,4,3,YSRCP,TDP
901,Visakhapatnam (Vizag),55,Male,Secondary,Fisherman,High,Rural,5,4,3,2,4,4,2,3,3,4,3,3,4,YSRCP,JanaSena
902,Visakhapatnam (Vizag),70,Male,Secondary,Self-Employed,Low,Urban,4,4,5,3,3,5,2,3,4,4,4,3,3,BJP,JanaSena
903,Visakhapatnam (Vizag),23,Female,Secondary,Student,High,Coastal,4,4,3,3,4,4,4,3,3,4,4,4,4,YSRCP,YSRCP
904,Visakhapatnam (Vizag),75,Female,Primary,Private Job,Middle,Rural,5,3,3,3,4,4,3,3,4,4,4,4,4,TDP,YSRCP
905,Visakhapatnam (Vizag),61,Male,Secondary,Fisherman,High,Coastal,4,5,4,3,5,5,3,4,3,5,3,3,4,TDP,TDP
906,Visakhapatnam (Vizag),62,Male,Primary,Private Job,Low,Rural,4,4,5,3,3,4,3,3,4,4,3,4,3,YSRCP,YSRCP
907,Visakhapatnam (Vizag),49,Female,Graduate,Fisherman,Middle,Rural,3,3,3,4,4,5,5,4,4,3,2,3,4,BJP,BJP
908,Visakhapatnam (Vizag),62,Male,Secondary,Self-Employed,Low,Coastal,4,5,3,4,4,3,3,3,4,4,4,4,4,TDP,BJP
909,Visakhapatnam (Vizag),78,Male,Secondary,Private Job,Low,Urban,3,3,3,4,4,3,4,5,2,3,3,4,3,YSRCP,BJP
910,Visakhapatnam (Vizag),64,Female,Secondary,Private Job,Middle,Urban,4,4,3,4,3,4,3,3,4,4,3,4,4,TDP,TDP
911,Visakhapatnam (Vizag),38,Female,Secondary,Private Job,Low,Coastal,4,5,4,2,3,4,4,3,4,4,4,4,4,TDP,BJP
912,Visakhapatnam (Vizag),33,Male,Postgraduate,Fisherman,Middle,Urban,4,4,3,4,3,4,4,4,3,3,3,3,3,BJP,BJP
913,Visakhapatnam (Vizag),71,Female,Secondary,Government Employee,Low,Urban,4,3,4,3,3,3,2,2,3,5,4,4,4,YSRCP,YSRCP
914,Visakhapatnam (Vizag),38,Male,Primary,Student,Low,Urban,4,5,3,4,4,4,3,3,3,4,4,4,4,TDP,TDP
915,Visakhapatnam (Vizag),28,Female,Graduate,Government Employee,Middle,Urban,4,4,3,3,3,4,2,3,3,4,3,4,4,YSRCP,YSRCP
916,Visakhapatnam (Vizag),77,Male,Secondary,Fisherman,Low,Coastal,3,4,3,3,3,3,3,4,3,4,4,4,3,TDP,TDP
917,Visakhapatnam (Vizag),54,Male,Primary,Government Employee,Middle,Urban,4,4,3,4,3,4,4,4,4,3,4,5,3,BJP,JanaSena
918,Visakhapatnam (Vizag),53,Male,Postgraduate,Government Employee,Middle,Urban,5,5,4,2,3,4,3,3,4,4,4,3,4,YSRCP,TDP
919,Visakhapatnam (Vizag),52,Female,Graduate,Self-Employed,Middle,Rural,4,3,4,3,4,4,3,4,4,3,4,5,3,TDP,JanaSena
